lab_method_name,lab_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1-r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name-r-Lab,lu-modus_id-r-Modus_Soil_Test_v1,lu-modus_id-r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result
organic matter,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Orthophosphate-P,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Particle Size Analysis,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
percent base saturation,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
phosphorus,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
potassium,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Saturated Paste Extract (salinity),Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
sodium,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Soil pH,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
soluble salt,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Soybean Cyst Nematode,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
sulfur,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Total Nitrogen,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
Water Saturation %,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
zinc,Soil,,,,,,,,,,,,,,,,,,,,,"""AgSource - Harris, Lincoln, NE""","AgSource - Harris, Lincoln, NE",,,,,
texture,,,,,,,,,,,,,,,,,,,,"says ""texture"" on website - should this be sand / silt / clay instead? If so, which one?",,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
4-day CO2 respiration,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
24-hour CO2 respiration,Soil,,S-CO2-RESP.01,L_MODV2_SOIL_CO2RESP_001,CO2 Respiration,CO2 Respiration,Respiration,Respiration,Spectrophotometric,Spectrophotometric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-CO2-RESP.01,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-CO2-RESP.01,L_MODV2_SOIL_CO2RESP_001,,L_MODV2_SOIL_CO2RESP_001,
ACTIVE CARBON,Soil,,S-AC-KMNO4.01,L_MODV2_SOIL_MNO4OXC_001,permanganate-oxidizable carbon (POXC),permanganate-oxidizable carbon (POXC),Potassium Permanganate,Potassium Permanganate,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-AC-KMNO4.01,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-AC-KMNO4.01,L_MODV2_SOIL_MNO4OXC_001,,L_MODV2_SOIL_MNO4OXC_001,
aluminum,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Ammonium-nitrogen,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Anion exchange capacity,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
arsenic,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
barium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
BASE SATURATION,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Bicarbonate,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
BIOAVAILABLE NITROGEN,Soil,,S-SP-ACE-OT,L_MODV2_SOIL_ACEN_001,ACE nitrogen (soil protein index),ACE nitrogen (soil protein index),Soil Protein,Soil Protein,Spectrophotometric,Spectrophotometric,g/kg,g/kg,,,mg/g,mg/g,,,S-SP-ACE-OT,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-SP-ACE-OT,L_MODV2_SOIL_ACEN_001,,L_MODV2_SOIL_ACEN_001,
BORON,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Buffer pH (Sikora),Soil,,,,,,,,,,,,,,,,,,,for lime guideline- included if pH (1:1) is less than 6.0,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Bulk density,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
cadmium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
CALCIUM,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
"Carbon, inorganic",Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
"Carbon, organic",Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
"Carbon, total",Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Carbon:nitrogen ratio (C:N ratio),Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
CARBONATE,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
CEC,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
CHLORIDE,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
chromium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
cobalt,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
COPPER,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Gypsum,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
H3A-extractable aluminum,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
H3A-extractable calcium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
H3A-extractable iron,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
H3A-extractable phosphorus,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
H3A-extractable potassium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
H3A-extractable zinc,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
IRON,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
lead,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
MAGNESIUM,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
MANGANESE,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
mercury,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
molybdenum,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
nickel,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
NITRATE-NITROGEN,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
"Nitrogen, total (combustion)",Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
"Nitrogen, total (Kjeldahl)",Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
ORGANIC MATTER,Soil,,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,
Organic matter (Walkley-Black),Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle density,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle size analysis - clay,Soil,,,,,,,,,,,,,,,,,,,hydrometer,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle size analysis - clay,Soil,,,,,,,,,,,,,,,,,,,pipette and sieving,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle size analysis - sand,Soil,,,,,,,,,,,,,,,,,,,hydrometer,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle size analysis - sand,Soil,,,,,,,,,,,,,,,,,,,pipette and sieving,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle size analysis - silt,Soil,,,,,,,,,,,,,,,,,,,hydrometer,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Particle size analysis - silt,Soil,,,,,,,,,,,,,,,,,,,pipette and sieving,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
pH (1:1 CaCl2),Soil,,S-PH-1:1.02.08,L_MODV2_SOIL_PH_002,pH,pH,Calcium Chloride,Calcium Chloride,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.08,check packages,Need more info from lab,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-PH-1:1.02.08,L_MODV2_SOIL_PH_002,,L_MODV2_SOIL_PH_002,
pH (1:1 KCl),Soil,,S-PH-1:1KCL.02,L_MODV2_SOIL_PH_010,pH,pH,Potassium Chloride,Potassium Chloride,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1KCL.02,check packages,Need more info from lab,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-PH-1:1KCL.02,L_MODV2_SOIL_PH_010,,L_MODV2_SOIL_PH_010,
pH (1:1 water),Soil,,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,check packages,Need more info from lab,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,
PHOSPHORUS (BRAY/OLSEN),Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
"Porosity (bulk density, particle density)",Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
POTASSIUM,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
SAND CORRECTION,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Saturated hydraulic conductivity,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
selenium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
silver,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
SODIUM,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Sodium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Sodium adsorption ratio (SAR),Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
SOIL AGGREGATE STABILITY,Soil,,,L_MODV2_SOIL_ASTAB_002,Aggregate Stability,Aggregate Stability,Wet Sieving,Wet Sieving,Gravimetric,Gravimetric,%,%,,,,%,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,L_MODV2_SOIL_ASTAB_002,,,
soil health score,Soil,,,,,,,,,,,,,,,,,,,,predicted or scored value,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Soil water content (moisture),Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
SOLUBLE SALTS (EC),Soil,,S-EC-1:1.03,L_MODV2_SOIL_EC_001,Electrical Conductivity,Electrical Conductivity,EC Slurry,EC Slurry,Electrical Conductivity,Electrical Conductivity,dS/m,dS/m,,mmho/cm,dS/m,dS/m,,"dS/m, mmho/cm, meq/(100.g), cmol/kg",S-EC-1:1.03,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",S-EC-1:1.03,L_MODV2_SOIL_EC_001,,L_MODV2_SOIL_EC_001,
strontium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
SULFATE-SULFUR,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
SULFUR,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
TOTAL ORGANIC CARBON,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
vanadium,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Water content of saturated paste,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Water holding capacity 0.1 bar,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Water holding capacity 0.33 bar,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Water holding capacity 1 bar,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Water holding capacity 5 bar,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
Water holding capacity 15 bar,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
water-extractable organic carbon,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
water-extractable organic nitrogen,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
ZINC,Soil,,,,,,,,,,,,,,,,,,,,,"""AGVISE Laboratories - Benson, MN & Northwood, ND""","AGVISE Laboratories - Benson, MN & Northwood, ND",,,,,
 % Clay,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
% Sand,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
% Silt,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Aluminum,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Ammonium-N,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Available Water 1/3 Bar,Soil,,,,,,,,,,,,,,,,,,,by Pressure Membrane Apparatus ,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Available Water 15 Bar,Soil,,,,,,,,,,,,,,,,,,,by Pressure Membrane Apparatus ,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Boron,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Buffer pH,Soil,,,,,,,,,,,,,,,,,,,1:1 soil and water,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Bulk Density,Soil,,,,,,,,,,,,,,,,,,,(Disturbed),Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Calcium,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
"Calcium Carbonate Equivalent, %",Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Cation Exchange Capacity ,Soil,,,,,,,,,,,,,,,,,,,by Summation,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Chloride,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Copper,Soil,,,,,,,,,,,,,,,,,,,"""Copper with Test 4"" - what does that mean? https://www.amaglab.com/wp-content/uploads/2021/03/Soil_Fees-03-2021.pdf",Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Excess Lime,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Exchangeable Sodium Percentage (ESP) / Sodium Adsorption Ratio (SAR),Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Gravel Content,Soil,,,,,,,,,,,,,,,,,,,( >2mm),Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Gravel Gradation Tests Dry Sieve,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Gravel Gradation Tests Wet Sieve,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
Gypsum Requirement ,Soil,,,,,,,,,,,,,,,,,,,tested if ESP >8,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
H2O Extractable Nitrogen,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
H2O Extractable Organic Carbon,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
H3A Extractable Al,Soil,,,,,,,,,,,,,,,,,,,by ICP,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
H3A Extractable Ammoniacal‐N,Soil,,,,,,,,,,,,,,,,,,,by FIA,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
H3A Extractable Ca,Soil,,,,,,,,,,,,,,,,,,,by ICP,Need more info from lab,"""American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE""","American Agricultural Lab - Olsen's Agricultural Lab, McCook, NE",,,,,
